episode,time,step,time1,air_temperature,ground_temperature,hvac_temperature,basement_temperature,main_temperature,attic_temperature,heat_added,action,reward,total_reward,terminal,,,,,
,,,,,,,,,,,,,,,10,2.997,21.66110894,24.17795518,20.08299934
,,,,,,,,,,,,,,,10,0,22.09532181,22.23629903,20.51721221
,,,,,,,,,,,,,,,10,2.997,21.51313237,24.02811321,19.93502277
,,,,,,,,,,,,,,,10,2.997,21.83862099,24.86351206,20.26051139
,,,,,,,,,,,,,,,10,2.997,22.23168193,25.39552471,20.65357233
,,,,,,,,,,,,,,,10,2.997,22.04485512,25.21087237,20.46674552
,,,,,,,,,,,,,,,10,0,21.95249872,22.09051805,20.37438912
,,,,,,,,,,,,,,,10,0,22.30807759,22.47653319,20.72996798
,,,,,,,,,,,,,,,10,0,22.2644505,22.43199523,20.68634089
,,,,,,,,,,,,,,,10,0,22.30601189,22.47442386,20.72790228
,,,,,,,,,,,,,,,10,2.997,21.70956732,24.73068783,20.13145771
,,,,,,,,,,,,,,,10,0,22.34418884,22.51341698,20.76607924
,,,,,,,,,,,,,,,10,0,22.19831905,22.36440983,20.62020944
,,,,,,,,,,,,,,,10,2.997,21.70538442,24.72641663,20.12727482
,,,,,,,,,,,,,,,10,0,22.48342091,22.6604859,20.9053113
,,,,,,,,,,,,,,,10,2.997,21.96118902,24.98889088,20.38307942
,,,,,,,,,,,,,,,10,2.997,21.8474899,24.36931649,20.2693803
,,,,,,,,,,,,,,,10,0,22.34245486,22.51163621,20.76434526
,,,,,,,,,,,,,,,10,2.997,21.84241062,24.36435322,20.26430102
,,,,,,,,,,,,,,,10,-2.997,14.72914805,9.436258266,11.39096984
,,,,,,,,,,,,,,,10,2.997,21.73740251,24.2558594,20.1592929
,,,,,,,,,,,,,,,10,-2.997,15.0602879,9.354102764,11.55364745
,,,,,,,,,,,,,,,10,2.997,22.51112494,25.68577481,20.93301534
,,,,,,,,,,,,,,,10,2.997,21.91021563,24.43232299,20.33210603
,,,,,,,,,,,,,,,10,2.997,21.70137241,24.21906866,20.12326281
,,,,,,,,,,,,,,,10,2.997,21.90626271,24.42828662,20.32815311
,,,,,,,,,,,,,,,10,2.997,21.60863301,24.1243714,20.03052341
,,,,,,,,,,,,,,,10,2.997,21.37444477,24.38953606,19.79633517
,,,,,,,,,,,,,,,10,2.997,21.95833814,25.09342338,20.38022854
,,,,,,,,,,,,,,,10,2.997,21.95077557,24.97825759,20.37266596
,,,,,,,,,,,,,,,10,2.997,21.82494163,24.34524875,20.24683202
,,,,,,,,,,,,,,,10,0,22.51085157,22.68360091,20.93274197
,,,,,,,,,,,,,,,10,2.997,21.92145505,24.94809484,20.34334544
,,,,,,,,,,,,,,,10,2.997,22.25669293,25.39813472,20.67858332
,,,,,,,,,,,,,,,10,-2.997,12.4405577,8.428860398,11.21112115
,,,,,,,,,,,,,,,10,2.997,21.87241579,25.02868364,20.29430618
,,,,,,,,,,,,,,,10,0,23.12750129,23.31948286,21.54939168
,,,,,,,,,,,,,,,10,2.997,21.63682653,24.65745484,20.05871693
,,,,,,,,,,,,,,,10,-2.997,11.60282767,8.194719988,11.75063896
,,,,,,,,,,,,,,,10,2.997,21.72181665,24.23994668,20.14370704
,,,,,,,,,,,,,,,10,2.997,21.71997014,24.23805902,20.14186054
,,,,,,,,,,,,,,,10,2.997,21.84805713,24.36885225,20.26994753
,,,,,,,,,,,,,,,10,2.997,21.80950356,24.83377946,20.23139395
,,,,,,,,,,,,,,,10,0,21.97292993,22.13426239,20.39482033
,,,,,,,,,,,,,,,10,2.997,21.98082581,25.11638578,20.4027162
,,,,,,,,,,,,,,,10,2.997,22.0832663,25.22098891,20.50515669
,,,,,,,,,,,,,,,10,0,22.39735251,22.5726005,20.81924291
,,,,,,,,,,,,,,,10,0,22.25273169,22.42001885,20.67462208
,,,,,,,,,,,,,,,10,2.997,21.73920404,24.25769896,20.16109443
,,,,,,,,,,,,,,,10,2.997,21.79684807,24.3165621,20.21873846
,,,,,,,,,,,,,,,10,0,22.01332864,22.15257479,20.43521903
,,,,,,,,,,,,,,,10,0,22.2563069,22.42362191,20.6781973
,,,,,,,,,,,,,,,10,2.997,21.75999415,24.78216688,20.18188454
,,,,,,,,,,,,,,,10,2.997,21.95462924,25.08963617,20.37651964
,,,,,,,,,,,,,,,10,2.997,21.84976321,24.87488904,20.27165361
,,,,,,,,,,,,,,,10,2.997,21.8206853,24.33600505,20.24257569
,,,,,,,,,,,,,,,10,2.997,21.80062751,24.82471659,20.22251791
,,,,,,,,,,,,,,,10,2.997,21.79735543,24.31708017,20.21924582
,,,,,,,,,,,,,,,10,2.997,21.72802959,24.24628858,20.14991998
,,,,,,,,,,,,,,,10,2.997,21.95012401,25.08503537,20.37201441
,,,,,,,,,,,,,,,10,0,22.1804728,22.34623449,20.6023632
,,,,,,,,,,,,,,,10,2.997,20.93837663,24.06841834,19.36026703
,,,,,,,,,,,,,,,10,2.997,21.81283095,24.83740033,20.23472134
,,,,,,,,,,,,,,,10,2.997,21.95372145,25.08870922,20.37561184
,,,,,,,,,,,,,,,10,2.997,27.3718294,30.65042672,25.7937198
,,,,,,,,,,,,,,,10,-2.997,11.44828103,9.888279158,15.02174177
,,,,,,,,,,,,,,,10,2.997,27.23976911,30.51557848,25.66165951
,,,,,,,,,,,,,,,10,-2.997,11.20378176,7.928028702,11.7096817
,,,,,,,,,,,,,,,10,-2.997,13.07990904,8.925937117,12.38336931
,,,,,,,,,,,,,,,10,2.997,27.50419745,30.78558922,25.92608784
,,,,,,,,,,,,,,,10,2.997,27.49998427,30.7812871,25.92187467
,,,,,,,,,,,,,,,10,2.997,23.67038931,26.86915801,22.09227971
,,,,,,,,,,,,,,,10,2.997,26.17200757,29.42527523,24.59389797
,,,,,,,,,,,,,,,10,2.997,22.26927794,25.43392459,20.69116833
,,,,,,,,,,,,,,,10,0,22.01615187,21.37904989,20.43804227
,,,,,,,,,,,,,,,10,2.997,21.99735582,25.1562516,20.41924621
,,,,,,,,,,,,,,,10,2.997,21.96224462,25.09741232,20.38413502
,,,,,,,,,,,,,,,10,2.997,21.88443924,25.04557794,20.30632964
,,,,,,,,,,,,,,,10,2.997,21.61568677,24.1315741,20.03757717
,,,,,,,,,,,,,,,10,2.997,21.5826888,24.09788168,20.0045792
,,,,,,,,,,,,,,,10,2.997,21.82301195,24.34432395,20.24490234
,,,,,,,,,,,,,,,10,2.997,22.01269354,25.14892581,20.43458393
,,,,,,,,,,,,,,,10,2.997,21.71175824,24.73397062,20.13364864
,,,,,,,,,,,,,,,10,2.997,21.51855856,24.03239539,19.94044895
,,,,,,,,,,,,,,,10,2.997,21.56118246,24.07591914,19.98307286
,,,,,,,,,,,,,,,10,0,22.33469896,22.48072974,20.75658935
,,,,,,,,,,,,,,,10,2.997,22.00711499,25.14322996,20.42900539
,,,,,,,,,,,,,,,10,0,22.31176748,22.48031116,20.73365788
,,,,,,,,,,,,,,,10,2.997,21.95284275,25.08781197,20.37473314
,,,,,,,,,,,,,,,10,0,22.30525676,22.47365282,20.72714716
,,,,,,,,,,,,,,,10,2.997,25.59464243,28.83572048,24.01653282
,,,,,,,,,,,,,,,10,-2.997,13.37394387,9.696231893,13.1867914
,,,,,,,,,,,,,,,10,2.997,21.54311308,24.69599761,19.96500348
,,,,,,,,,,,,,,,10,2.997,21.29881949,24.43674147,19.72070988
,,,,,,,,,,,,,,,10,0,22.32613922,22.49498892,20.74802962
,,,,,,,,,,,,,,,10,0,22.24185182,22.40892154,20.66374221
,,,,,,,,,,,,,,,10,0,23.26981666,22.65918103,21.69170706
,,,,,,,,,,,,,,,10,2.997,21.96653903,24.46199922,20.38842942
,,,,,,,,,,,,,,,10,2.997,21.7691489,24.28932378,20.19103929
,,,,,,,,,,,,,,,10,-2.997,11.44217637,8.724167512,13.74341902
,,,,,,,,,,,,,,,10,2.997,21.7373235,24.76007341,20.15921389
,,,,,,,,,,,,,,,10,2.997,21.96102401,25.09616595,20.38291441
,,,,,,,,,,,,,,,10,-2.997,13.62231497,9.743319945,12.91085016
,,,,,,,,,,,,,,,10,2.997,21.66810795,24.18510195,20.08999835
,,,,,,,,,,,,,,,10,0,22.45253533,22.62999391,20.87442573
,,,,,,,,,,,,,,,10,2.997,21.7996092,24.82367621,20.22149959
,,,,,,,,,,,,,,,10,-2.997,12.44602846,8.603413457,12.24356981
,,,,,,,,,,,,,,,10,0,22.82807519,22.98458174,21.24996559
,,,,,,,,,,,,,,,10,2.997,21.94394471,25.07872608,20.3658351
,,,,,,,,,,,,,,,10,2.997,21.85748313,24.99043919,20.27937352
,,,,,,,,,,,,,,,10,2.997,21.87729365,25.03850416,20.29918405
,,,,,,,,,,,,,,,10,2.997,21.74150623,24.26004975,20.16339662
,,,,,,,,,,,,,,,10,0,22.25956331,22.42699472,20.68145371
,,,,,,,,,,,,,,,10,2.997,21.61695473,24.12797132,20.03884513
,,,,,,,,,,,,,,,10,2.997,21.91720963,25.05142659,20.33910003
,,,,,,,,,,,,,,,10,2.997,21.93565964,25.09946649,20.35755003
,,,,,,,,,,,,,,,10,2.997,22.04484285,25.1817544,20.46673325
,,,,,,,,,,,,,,,10,2.997,23.917021,27.12268321,22.33891139
,,,,,,,,,,,,,,,10,0,22.32643306,22.49527615,20.74832346
,,,,,,,,,,,,,,,10,0,22.17430784,22.33993938,20.59619824
,,,,,,,,,,,,,,,10,2.997,21.67084349,24.18789524,20.09273388
,,,,,,,,,,,,,,,10,2.997,21.53805165,24.05229999,19.95994205
,,,,,,,,,,,,,,,10,2.997,22.11469496,24.64238844,20.53658536
,,,,,,,,,,,,,,,10,2.997,22.25161999,25.41583605,20.67351039
,,,,,,,,,,,,,,,10,-2.997,14.89474033,9.265000021,10.72303482
,,,,,,,,,,,,,,,10,2.997,21.59289016,24.10829622,20.01478055
,,,,,,,,,,,,,,,10,2.997,21.45472729,24.46556812,19.87661769
,,,,,,,,,,,,,,,10,2.997,21.72186947,24.87363298,20.14375987
,,,,,,,,,,,,,,,10,2.997,22.11538036,25.25378104,20.53727075
,,,,,,,,,,,,,,,10,2.997,22.02381908,25.16028669,20.44570947
,,,,,,,,,,,,,,,10,2.997,21.73969615,24.25819129,20.16158655
,,,,,,,,,,,,,,,10,2.997,21.85566578,24.98858348,20.27755618
,,,,,,,,,,,,,,,10,2.997,21.80382445,24.32368576,20.22571484
,,,,,,,,,,,,,,,10,0,22.32637922,22.35701115,20.74826961
,,,,,,,,,,,,,,,10,2.997,21.81372882,24.83809392,20.23561922
,,,,,,,,,,,,,,,10,2.997,21.88155601,25.01502028,20.30344641
,,,,,,,,,,,,,,,10,-2.997,12.76138577,8.397145604,10.82329701
,,,,,,,,,,,,,,,10,2.997,22.03062994,25.16724144,20.45252034
,,,,,,,,,,,,,,,10,2.997,21.69165967,24.20915088,20.11355007
,,,,,,,,,,,,,,,10,2.997,22.08049328,24.60746482,20.50238368
,,,,,,,,,,,,,,,10,0,22.11444611,22.2788139,20.53633651
,,,,,,,,,,,,,,,10,2.997,27.5067458,30.78819137,25.9286362
,,,,,,,,,,,,,,,10,2.997,21.5282428,24.04227391,19.9501332
,,,,,,,,,,,,,,,10,-2.997,13.8438724,9.157221358,12.20039066
,,,,,,,,,,,,,,,10,2.997,21.53065938,24.65054942,19.95254978
,,,,,,,,,,,,,,,10,2.997,22.25832322,25.39974162,20.68021362
,,,,,,,,,,,,,,,10,2.997,21.81722734,24.33247192,20.23911774
,,,,,,,,,,,,,,,10,2.997,21.9830686,25.11845222,20.40495899
,,,,,,,,,,,,,,,10,-2.997,10.84021696,9.5609493,16.2924771
,,,,,,,,,,,,,,,10,2.997,26.93135912,30.20065759,25.35324952
,,,,,,,,,,,,,,,10,0,22.10340753,22.26754229,20.52529793
,,,,,,,,,,,,,,,10,-2.997,11.9680916,8.035103965,11.12174306
,,,,,,,,,,,,,,,10,2.997,21.57927337,24.08943662,20.00116376
,,,,,,,,,,,,,,,10,2.997,22.7846952,25.96644932,21.20658559
,,,,,,,,,,,,,,,10,-2.997,14.85063235,9.342436754,11.50420931
,,,,,,,,,,,,,,,10,0,22.24964185,22.41686381,20.67153225
,,,,,,,,,,,,,,,10,2.997,21.69185396,24.71364614,20.11374435
,,,,,,,,,,,,,,,10,2.997,21.80861641,24.83280064,20.23050681
,,,,,,,,,,,,,,,10,2.997,22.28633492,25.45622899,20.70822531
,,,,,,,,,,,,,,,10,2.997,21.84762736,24.36945902,20.26951775
,,,,,,,,,,,,,,,10,2.997,21.98679743,25.12248348,20.40868783
,,,,,,,,,,,,,,,10,2.997,22.09702755,24.62434805,20.51891795
,,,,,,,,,,,,,,,10,2.997,21.71256707,24.73479652,20.13445746
,,,,,,,,,,,,,,,10,2.997,21.56694326,24.08180155,19.98883365
,,,,,,,,,,,,,,,10,2.997,21.58533189,24.70637628,20.00722229
,,,,,,,,,,,,,,,10,2.997,22.06443854,25.09409698,20.48632894
,,,,,,,,,,,,,,,10,2.997,22.13689607,25.27579864,20.55878647
,,,,,,,,,,,,,,,10,2.997,22.40372523,25.57611036,20.82561563
,,,,,,,,,,,,,,,10,2.997,21.72372579,24.85385808,20.14561619
,,,,,,,,,,,,,,,10,2.997,21.77059543,24.291085,20.19248582
,,,,,,,,,,,,,,,10,2.997,21.60320803,24.62312935,20.02509843
,,,,,,,,,,,,,,,10,2.997,21.80142602,24.82552923,20.22331642
,,,,,,,,,,,,,,,10,2.997,21.92127008,24.9479055,20.34316048
,,,,,,,,,,,,,,,10,2.997,21.97383187,25.1092442,20.39572227
,,,,,,,,,,,,,,,10,0,22.12498071,22.2895709,20.5468711
,,,,,,,,,,,,,,,10,2.997,22.19983014,25.36168399,20.62172053
,,,,,,,,,,,,,,,10,2.997,21.56167003,24.57966608,19.98356043
,,,,,,,,,,,,,,,10,2.997,21.79425872,24.3149637,20.21614912
,,,,,,,,,,,,,,,10,0,22.27698359,22.44478277,20.69887399
,,,,,,,,,,,,,,,10,2.997,22.41476377,25.45204127,20.83665417
,,,,,,,,,,,,,,,10,2.997,21.675514,24.19266435,20.0974044
,,,,,,,,,,,,,,,10,0,22.22568132,22.39241023,20.64757171
,,,,,,,,,,,,,,,10,2.997,21.95108034,25.1136258,20.37297074
,,,,,,,,,,,,,,,10,2.997,21.35178847,24.36535367,19.77367887
,,,,,,,,,,,,,,,10,2.997,21.90872352,25.0425381,20.33061392
,,,,,,,,,,,,,,,10,2.997,22.82980231,26.01245132,21.2516927
,,,,,,,,,,,,,,,10,2.997,21.98730913,25.12300598,20.40919953
,,,,,,,,,,,,,,,10,2.997,20.65034787,23.72737207,19.07223826
,,,,,,,,,,,,,,,10,2.997,21.75409798,24.77720421,20.17598838
,,,,,,,,,,,,,,,10,0,22.3300313,22.49895035,20.75192169
,,,,,,,,,,,,,,,10,2.997,21.83119171,24.85487768,20.2530821
,,,,,,,,,,,,,,,10,0,22.29597708,21.83055765,20.71786747
,,,,,,,,,,,,,,,10,2.997,21.79501061,24.81898055,20.21690101
,,,,,,,,,,,,,,,10,2.997,21.75665144,24.77981157,20.17854183
,,,,,,,,,,,,,,,10,2.997,21.8763733,24.39881183,20.2982637
,,,,,,,,,,,,,,,10,2.997,21.9737019,24.49225202,20.3955923
,,,,,,,,,,,,,,,10,2.997,22.18064158,25.32046767,20.60253198
,,,,,,,,,,,,,,,10,2.997,21.89740414,24.92353628,20.31929454
,,,,,,,,,,,,,,,10,0,21.99090706,22.15261903,20.41279745
,,,,,,,,,,,,,,,10,2.997,21.79763926,24.82166515,20.21952966
,,,,,,,,,,,,,,,10,2.997,21.03633087,24.1684404,19.45822126
,,,,,,,,,,,,,,,10,-2.997,13.99557779,8.703172024,10.42001189
,,,,,,,,,,,,,,,10,0,22.25826345,22.4256674,20.68015385
,,,,,,,,,,,,,,,10,2.997,22.0835738,25.22130291,20.50546419
,,,,,,,,,,,,,,,10,0,22.62721389,22.8073167,21.04910429
,,,,,,,,,,,,,,,10,-2.997,10.79054595,8.695182726,14.01828907
,,,,,,,,,,,,,,,10,2.997,21.72282209,24.24097118,20.14471249
,,,,,,,,,,,,,,,10,2.997,21.98347329,24.50712504,20.40536369
,,,,,,,,,,,,,,,10,2.997,24.84843487,28.07376034,23.27032527
,,,,,,,,,,,,,,,10,2.997,22.19555415,25.33570467,20.61744455
,,,,,,,,,,,,,,,10,2.997,22.20452046,25.23609058,20.62641086
,,,,,,,,,,,,,,,10,2.997,21.841235,24.3618839,20.2631254
,,,,,,,,,,,,,,,10,2.997,22.04784806,25.07743677,20.46973845
,,,,,,,,,,,,,,,10,0,22.4725606,22.64939632,20.894451
,,,,,,,,,,,,,,,10,2.997,22.35901681,25.53144324,20.78090721
,,,,,,,,,,,,,,,10,2.997,22.37718782,25.54999786,20.79907821
,,,,,,,,,,,,,,,10,2.997,21.47086848,23.84836043,19.89275888
,,,,,,,,,,,,,,,10,0,22.66721773,22.84325521,21.08910813
,,,,,,,,,,,,,,,10,2.997,22.26812602,25.43273818,20.69001642
,,,,,,,,,,,,,,,10,2.997,22.25258376,25.42276329,20.67447415
,,,,,,,,,,,,,,,10,2.997,21.16874188,23.53985548,19.59063228
,,,,,,,,,,,,,,,10,2.997,22.51155658,25.68131805,20.93344698
,,,,,,,,,,,,,,,10,2.997,22.58803193,25.73646872,21.00992233
,,,,,,,,,,,,,,,10,2.997,22.64819529,25.82083118,21.07008568
,,,,,,,,,,,,,,,10,2.997,21.99717939,24.52112265,20.41906979
,,,,,,,,,,,,,,,10,2.997,21.77523076,24.28958874,20.19712115
,,,,,,,,,,,,,,,10,0,22.75323996,22.93600389,21.17513036
,,,,,,,,,,,,,,,10,2.997,22.05484547,25.19196821,20.47673586
,,,,,,,,,,,,,,,10,2.997,22.28464772,25.42666952,20.70653812
,,,,,,,,,,,,,,,10,2.997,22.31000606,25.45257544,20.73189646
,,,,,,,,,,,,,,,10,2.997,22.21872129,25.38691709,20.64061169
,,,,,,,,,,,,,,,10,2.997,22.60139656,25.64267453,21.02328695
,,,,,,,,,,,,,,,10,-2.997,12.84302394,8.78455902,12.49402157
,,,,,,,,,,,,,,,10,2.997,21.64321919,24.66293683,20.06510958
,,,,,,,,,,,,,,,10,2.997,21.98457437,25.12021348,20.40646477
,,,,,,,,,,,,,,,10,2.997,22.34227576,25.3780802,20.76416616
,,,,,,,,,,,,,,,10,2.997,21.93291153,24.95979272,20.35480192
,,,,,,,,,,,,,,,10,2.997,22.39434998,25.53868771,20.81624038
,,,,,,,,,,,,,,,10,2.997,21.81245081,24.33249206,20.2343412
,,,,,,,,,,,,,,,10,2.997,20.75293027,23.83213028,19.17482067
,,,,,,,,,,,,,,,10,2.997,22.16484203,25.19690062,20.58673243
,,,,,,,,,,,,,,,10,-2.997,12.40810848,9.949605907,14.81250243
,,,,,,,,,,,,,,,10,0,22.47967683,22.65666279,20.90156723
,,,,,,,,,,,,,,,10,0,22.24677584,21.780034,20.66866624
,,,,,,,,,,,,,,,10,-2.997,14.19576855,9.377221211,11.9002453
,,,,,,,,,,,,,,,10,2.997,21.49122653,24.64295771,19.91311692
,,,,,,,,,,,,,,,10,2.997,22.42849342,25.57355195,20.85038382
,,,,,,,,,,,,,,,10,2.997,21.85955812,24.37569853,20.28144852
,,,,,,,,,,,,,,,10,0,22.15568356,22.32092192,20.57757396
,,,,,,,,,,,,,,,10,2.997,21.53313156,24.04860262,19.95502196
,,,,,,,,,,,,,,,10,0,22.26245602,21.79604579,20.68434641
,,,,,,,,,,,,,,,10,2.997,22.11648941,24.64294928,20.53837981
,,,,,,,,,,,,,,,10,2.997,22.20621535,25.368204,20.62810575
,,,,,,,,,,,,,,,10,2.997,21.92573224,25.05396013,20.34762264
,,,,,,,,,,,,,,,10,2.997,22.32287889,25.35799321,20.74476928
,,,,,,,,,,,,,,,10,2.997,22.48360344,25.65866004,20.90549384
,,,,,,,,,,,,,,,10,2.997,22.3115429,25.34662834,20.73343329
,,,,,,,,,,,,,,,10,2.997,22.39101454,25.5352941,20.81290494
,,,,,,,,,,,,,,,10,2.997,21.98101083,25.13824457,20.40290123
,,,,,,,,,,,,,,,10,2.997,22.11110941,25.14175303,20.5329998
,,,,,,,,,,,,,,,10,2.997,22.15166346,25.1834315,20.57355386
,,,,,,,,,,,,,,,10,-2.997,12.88905195,9.679103404,13.17862296
,,,,,,,,,,,,,,,10,-2.997,12.62257232,9.522347273,10.9925863
,,,,,,,,,,,,,,,10,2.997,22.37434928,25.51826477,20.79623968
,,,,,,,,,,,,,,,10,0,23.00729368,23.19668975,21.42918408
,,,,,,,,,,,,,,,10,0,22.72159112,22.9034031,21.14348152
,,,,,,,,,,,,,,,10,-2.997,13.32717094,8.984356366,12.50351818
,,,,,,,,,,,,,,,10,2.997,21.51712762,24.50633645,19.93901802
,,,,,,,,,,,,,,,10,2.997,22.16616883,25.19797482,20.58805922
,,,,,,,,,,,,,,,10,2.997,21.928861,24.45136242,20.3507514
,,,,,,,,,,,,,,,10,2.997,22.47861357,25.65383576,20.90050397
,,,,,,,,,,,,,,,10,-2.997,14.86217873,9.11664387,11.23140704
,,,,,,,,,,,,,,,10,0,22.71186858,22.89375638,21.13375897
,,,,,,,,,,,,,,,10,2.997,21.84899429,24.98177115,20.27088469
,,,,,,,,,,,,,,,10,2.997,22.0080367,24.53220964,20.4299271
,,,,,,,,,,,,,,,10,2.997,22.54726038,25.72388353,20.96915077
,,,,,,,,,,,,,,,10,2.997,21.28213146,24.41965338,19.70402186
,,,,,,,,,,,,,,,10,0,22.81923762,23.00339484,21.24112802
,,,,,,,,,,,,,,,10,-2.997,13.73488568,9.51120538,12.38813359
,,,,,,,,,,,,,,,10,2.997,22.08749353,25.11763872,20.50938393
,,,,,,,,,,,,,,,10,2.997,21.30748289,24.45538279,19.72937329
,,,,,,,,,,,,,,,10,2.997,22.4077607,24.94164115,20.8296511
,,,,,,,,,,,,,,,10,2.997,21.89700405,24.41883031,20.31889444
,,,,,,,,,,,,,,,10,2.997,22.60825506,25.78006056,21.03014545
,,,,,,,,,,,,,,,10,2.997,23.28319446,26.47546288,21.70508486
,,,,,,,,,,,,,,,10,2.997,22.06654389,25.09624622,20.48843429
,,,,,,,,,,,,,,,10,2.997,22.31150714,25.45404829,20.73339754
,,,,,,,,,,,,,,,10,0,22.83028373,23.01467141,21.25217412
,,,,,,,,,,,,,,,10,2.997,22.30585573,25.44832523,20.72774612
,,,,,,,,,,,,,,,10,2.997,21.98724705,24.51098063,20.40913745
,,,,,,,,,,,,,,,10,2.997,21.91009987,24.9367682,20.33199026
,,,,,,,,,,,,,,,10,2.997,21.90894639,24.43102478,20.33083678
,,,,,,,,,,,,,,,10,-2.997,14.74882626,8.570672131,10.06361731
,,,,,,,,,,,,,,,10,2.997,22.28879911,25.43086087,20.71068951
,,,,,,,,,,,,,,,10,0,22.21466664,22.35821093,20.63655704
,,,,,,,,,,,,,,,10,0,22.11839402,21.64894189,20.54028442
,,,,,,,,,,,,,,,10,2.997,22.19561402,25.22804164,20.61750442
,,,,,,,,,,,,,,,10,2.997,21.76233738,24.92248302,20.18422777
,,,,,,,,,,,,,,,10,0,22.21090683,22.37731102,20.63279723
,,,,,,,,,,,,,,,10,2.997,21.9216872,24.94833143,20.3435776
,,,,,,,,,,,,,,,10,2.997,21.81242213,24.83675965,20.23431253
,,,,,,,,,,,,,,,10,2.997,22.52976381,25.70606584,20.9516542
,,,,,,,,,,,,,,,10,2.997,22.39860203,25.57059532,20.82049243
,,,,,,,,,,,,,,,10,2.997,22.1364301,25.16788672,20.5583205
,,,,,,,,,,,,,,,10,2.997,22.0802061,24.60715867,20.5020965
,,,,,,,,,,,,,,,10,2.997,21.81922125,24.8437023,20.24111165
,,,,,,,,,,,,,,,10,0,22.68457375,22.86588532,21.10646415
,,,,,,,,,,,,,,,10,0,23.25355009,23.44819268,21.67544048
,,,,,,,,,,,,,,,10,2.997,21.47126349,23.84882439,19.89315389
,,,,,,,,,,,,,,,10,2.997,22.28000254,25.44949193,20.70189293
,,,,,,,,,,,,,,,10,2.997,22.06086913,25.09072039,20.48275953
,,,,,,,,,,,,,,,10,2.997,22.42472589,25.59264406,20.84661629
,,,,,,,,,,,,,,,10,2.997,22.06204066,25.09164839,20.48393106
,,,,,,,,,,,,,,,10,0,22.03368945,21.56267234,20.45557984
,,,,,,,,,,,,,,,10,2.997,22.31527349,25.48088099,20.73716389
,,,,,,,,,,,,,,,10,-2.997,15.1981404,8.819486734,10.22566405
,,,,,,,,,,,,,,,10,2.997,22.10729715,25.24558709,20.52918754
,,,,,,,,,,,,,,,10,2.997,22.0804442,25.21810724,20.50233459
,,,,,,,,,,,,,,,10,0,22.53688682,22.68724604,20.95877721
,,,,,,,,,,,,,,,10,2.997,21.86513584,24.38629151,20.28702624
,,,,,,,,,,,,,,,10,2.997,22.10116846,25.13188283,20.52305885
,,,,,,,,,,,,,,,10,2.997,21.88787191,24.91380226,20.3097623
,,,,,,,,,,,,,,,10,2.997,22.18708805,25.3499894,20.60897845
,,,,,,,,,,,,,,,10,2.997,21.55539056,24.57430229,19.97728096
,,,,,,,,,,,,,,,10,-2.997,13.64882292,9.055083875,12.07071332
,,,,,,,,,,,,,,,10,-2.997,13.54907975,9.730799706,11.97584559
,,,,,,,,,,,,,,,10,-2.997,13.69154479,9.616694633,13.12053936
,,,,,,,,,,,,,,,10,-2.997,13.70504164,9.872707203,12.09783089
,,,,,,,,,,,,,,,10,-2.997,12.73148702,8.247892538,11.1422011
,,,,,,,,,,,,,,,10,-2.997,13.21364419,9.343410207,11.55252062
,,,,,,,,,,,,,,,10,-2.997,12.9711732,8.582119966,11.55714952
,,,,,,,,,,,,,,,10,-2.997,14.1221165,9.62743462,12.4536125
,,,,,,,,,,,,,,,10,-2.997,13.69038665,9.002824182,11.92951939
,,,,,,,,,,,,,,,10,-2.997,13.54119114,8.977942147,12.02995158
,,,,,,,,,,,,,,,10,-2.997,14.1453129,9.534746234,12.51644399
,,,,,,,,,,,,,,,10,-2.997,15.30089319,9.444942176,11.24815819
,,,,,,,,,,,,,,,10,-2.997,13.44714497,9.199477765,12.55759432
,,,,,,,,,,,,,,,10,-2.997,13.89655952,9.462739806,12.35658988
,,,,,,,,,,,,,,,10,-2.997,14.1692755,9.836720577,12.81637327
,,,,,,,,,,,,,,,10,-2.997,12.54448142,8.923429269,12.98830199
,,,,,,,,,,,,,,,10,-2.997,12.7465619,9.679275628,14.26936784
,,,,,,,,,,,,,,,10,-2.997,12.07555323,9.98222517,15.49355413
,,,,,,,,,,,,,,,10,-2.997,13.67866097,9.758464128,12.16801995
,,,,,,,,,,,,,,,10,-2.997,13.50420636,9.065057517,11.95782596
,,,,,,,,,,,,,,,10,-2.997,13.31409605,8.847036009,11.73310477
,,,,,,,,,,,,,,,10,-2.997,13.23851048,8.639641327,11.67004728
,,,,,,,,,,,,,,,10,-2.997,14.15808186,9.889237514,13.29246723
,,,,,,,,,,,,,,,10,-2.997,14.32248803,9.836427755,12.93015611
,,,,,,,,,,,,,,,10,-2.997,13.93784941,9.269970127,12.26242853
,,,,,,,,,,,,,,,10,-2.997,15.97483412,9.723716703,11.22069061
,,,,,,,,,,,,,,,10,-2.997,14.26860825,9.613729836,12.60497496
,,,,,,,,,,,,,,,10,-2.997,13.71976444,9.155337172,12.25598868
,,,,,,,,,,,,,,,10,-2.997,13.97513214,9.419399552,12.51782616
,,,,,,,,,,,,,,,10,-2.997,14.76835745,9.441547813,11.78146715
,,,,,,,,,,,,,,,10,-2.997,15.24845905,8.971738366,10.40611346
,,,,,,,,,,,,,,,10,-2.997,13.78085103,9.138401422,12.17392726
,,,,,,,,,,,,,,,10,-2.997,13.49131949,8.753317221,11.70921785
,,,,,,,,,,,,,,,10,-2.997,14.37429625,8.79737036,10.91485399
