episode,step,time,air_temperature,ground_temperature,hvac_temperature,basement_temperature,main-temperature,attic_temperature,heat_added,action,reward,total_reward,terminal
1714,1,1800,"[0.0, 10.0, -2.997, 12.332003442425457, 8.820821076916753, 12.446149082151829]",,,,,TRUE,-11.988,0,3.4758172,822128.7407,TRUE
1715,500,450900,"[0.0, 10.0, 2.997, 21.70977823256516, 24.22765194188842, 20.131668628987505]",,,,,TRUE,2283.714,2,-2,822705.7338,TRUE
1716,1,1800,"[0.0, 10.0, -2.997, 13.775750047037237, 8.36085026560784, 10.229213537496047]",,,,,TRUE,-11.988,0,3.57422364,822699.0337,TRUE
1717,500,450900,"[0.0, 10.0, 2.997, 20.93568934688159, 23.804908301691995, 19.357579743303933]",,,,,TRUE,2289.708,2,-1.113954787,823271.8159,TRUE
1718,500,450900,"[0.0, 10.0, 2.997, 21.923588744424766, 25.05798527758658, 20.34547914084711]",,,,,TRUE,2295.702,2,-0.897832325,823849.9879,TRUE
1719,500,450900,"[0.0, 10.0, 2.997, 22.026343750694952, 25.16286476355164, 20.448234147117297]",,,,,TRUE,2295.702,2,-0.879388887,824426.8524,TRUE
1720,500,450900,"[0.0, 10.0, 2.997, 21.96955131297751, 25.10487327104624, 20.391441709399857]",,,,,TRUE,2301.696,2,-0.889559089,824984.013,TRUE
1721,500,450900,"[0.0, 10.0, 2.997, 21.893179692869303, 24.41597301843286, 20.31507008929165]",,,,,TRUE,2283.714,2,-2,825571.2744,TRUE
1722,500,450900,"[0.0, 10.0, 0.0, 22.143919231880794, 22.308909237206198, 20.56580962830314]",,,,,TRUE,2289.708,1,-1.095718663,826136.1638,TRUE
1723,500,450900,"[0.0, 10.0, 2.997, 22.210930229556936, 24.740715823263404, 20.63282062597928]",,,,,TRUE,2301.696,2,-2,826717.9851,TRUE
1724,500,450900,"[0.0, 10.0, 2.997, 21.795594930013376, 24.31528033167386, 20.21748532643572]",,,,,TRUE,2295.702,2,-2,827294.8435,TRUE
1725,500,450900,"[0.0, 10.0, 2.997, 21.83032981442046, 24.35075068322446, 20.252220210842804]",,,,,TRUE,2289.708,2,-2,827869.0081,TRUE
1726,500,450900,"[0.0, 10.0, 2.997, 21.847830518097314, 24.872915547607946, 20.26972091451966]",,,,,TRUE,2259.738,2,-0.977402858,828434.3041,TRUE
1727,500,450900,"[0.0, 10.0, 2.997, 22.027560369323087, 25.164106967620885, 20.449450765745432]",,,,,TRUE,2301.696,2,-0.879172087,829008.4578,TRUE
1728,500,450900,"[0.0, 10.0, 2.997, 22.060578100191957, 25.197598602085225, 20.482468496614302]",,,,,TRUE,2301.696,2,-0.873430363,829558.3501,TRUE
1729,500,450900,"[0.0, 10.0, 2.997, 21.66785700775604, 24.18484571027271, 20.089747404178386]",,,,,TRUE,2283.714,2,-2,830137.8744,TRUE
1730,500,450900,"[0.0, 10.0, 2.997, 22.154654205928125, 25.316870839295618, 20.57654460235047]",,,,,TRUE,2283.714,2,-0.843862327,830713.3192,TRUE
1731,0,900,"[0.0, 10.0, -2.997, 11.131874006592353, 7.75584220005271, 10.77716040580299]",,,,,TRUE,-5.994,0,3.895340971,830709.4239,TRUE
1732,500,450900,"[0.0, 10.0, 2.997, 21.65712244956479, 24.173874357109767, 20.079012845987133]",,,,,TRUE,2295.702,2,-2,831292.9029,TRUE
1733,500,450900,"[0.0, 10.0, 2.997, 21.641278977923257, 24.656060892126007, 20.063169374345602]",,,,,TRUE,2277.72,2,-0.26825755,831870.6567,TRUE
1734,500,450900,"[0.0, 10.0, 0.0, 22.26885226378298, 22.43647977486508, 20.690742660205323]",,,,,TRUE,2289.708,1,-1.074296138,832426.9663,TRUE
1735,500,450900,"[0.0, 10.0, 2.997, 21.972496682472208, 25.130596754737557, 20.394387078894553]",,,,,TRUE,2271.726,2,-0.875932287,832998.4814,TRUE
1736,500,450900,"[0.0, 10.0, 2.997, 21.6845243666115, 24.705116187254514, 20.106414763033847]",,,,,TRUE,2301.696,2,-1.010498988,833550.557,TRUE
1737,500,450900,"[0.0, 10.0, 2.997, 21.826998165732338, 24.348394315942798, 20.248888562154683]",,,,,TRUE,2271.726,2,-2,834139.2184,TRUE
1738,500,450900,"[0.0, 10.0, 2.997, 22.080521918984726, 25.218186697476813, 20.50241231540707]",,,,,TRUE,2271.726,2,-0.869772184,834722.1485,TRUE
1739,500,450900,"[0.0, 10.0, 0.0, 22.216566893491855, 22.38309060165636, 20.6384572899142]",,,,,TRUE,2265.732,1,-1.083213751,835285.9013,TRUE
1740,500,450900,"[0.0, 10.0, 2.997, 21.891553273242785, 24.917784580918774, 20.31344366966513]",,,,,TRUE,2301.696,2,-0.968757538,835843.1414,TRUE
1741,500,450900,"[0.0, 10.0, 2.997, 22.15334503941885, 25.292594861861602, 20.575235435841194]",,,,,TRUE,2289.708,2,-0.856946568,836418.0303,TRUE
1742,500,450900,"[0.0, 10.0, 0.0, 22.423250682496768, 22.59413773194731, 20.845141078919113]",,,,,TRUE,2265.732,1,-1.048348663,837009.7407,TRUE
1743,500,450900,"[0.0, 10.0, 2.997, 21.83817257575266, 24.358756846549003, 20.260062972175007]",,,,,TRUE,2301.696,2,-2,837585.2254,TRUE
1744,500,450900,"[0.0, 10.0, 2.997, 21.739331755336035, 24.76212624623593, 20.16122215175838]",,,,,TRUE,2295.702,2,-0.998822337,838167.4606,TRUE
1745,500,450900,"[0.0, 10.0, 2.997, 21.779985924487306, 24.803638673145148, 20.20187632090965]",,,,,TRUE,2289.708,2,-0.990743265,838751.8941,TRUE
1746,500,450900,"[0.0, 10.0, 2.997, 21.638625815138862, 24.15009988354393, 20.060516211561207]",,,,,TRUE,2289.708,2,-2,839320.3053,TRUE
1747,500,450900,"[0.0, 10.0, 2.997, 21.926271383864016, 25.060679651265822, 20.34816178028636]",,,,,TRUE,2307.69,2,-0.897372451,839879.3976,TRUE
1748,500,450900,"[0.0, 10.0, 2.997, 22.12479888658648, 25.26339842555363, 20.546689283008824]",,,,,TRUE,2289.708,2,-0.86197329,840471.7022,TRUE
1749,500,450900,"[0.0, 10.0, 2.997, 22.154278867263653, 25.29354840392045, 20.576169263685998]",,,,,TRUE,2301.696,2,-0.856783381,841046.2246,TRUE
1750,500,450900,"[0.0, 10.0, 0.0, 22.310713558846007, 22.45628563868059, 20.732603955268353]",,,,,TRUE,2259.738,1,-1.079767472,841623.1349,TRUE
1751,500,450900,"[0.0, 10.0, 2.997, 21.927304867077066, 24.954055346398498, 20.34919526349941]",,,,,TRUE,2283.714,2,-0.962001366,842188.9359,TRUE
1752,500,450900,"[0.0, 10.0, 2.997, 22.14388597163533, 25.305827613343503, 20.565776368057676]",,,,,TRUE,2283.714,2,-0.845751024,842762.4944,TRUE
1753,0,900,"[0.0, 10.0, -2.997, 10.46682801486923, 7.37563232127082, 10.38368866769337]",,,,,TRUE,-5.994,0,4.037990012,842758.4564,TRUE
1754,500,450900,"[0.0, 10.0, 0.0, 22.40360360635599, 22.574075857065697, 20.825494002778335]",,,,,TRUE,2307.69,1,-1.051619275,843327.4649,TRUE
1755,500,450900,"[0.0, 10.0, 0.0, 22.385373600501644, 22.560368698806453, 20.80726399692399]",,,,,TRUE,2259.738,1,-1.052019533,843913.4933,TRUE
1756,500,450900,"[0.0, 10.0, 2.997, 21.791101855108973, 24.814989274256305, 20.21299225153132]",,,,,TRUE,2301.696,2,-0.988545467,844455.8955,TRUE
1757,500,450900,"[0.0, 10.0, 2.997, 21.779207719484567, 24.298547145305843, 20.201098115906913]",,,,,TRUE,2265.732,2,-2,845036.6094,TRUE
1758,500,450900,"[0.0, 10.0, 2.997, 21.73036077604433, 24.752965878924883, 20.152251172466674]",,,,,TRUE,2277.72,2,-1.000613907,845619.0587,TRUE
1759,500,450900,"[0.0, 10.0, 0.0, 22.318574481147525, 22.487261862911918, 20.74046487756987]",,,,,TRUE,2301.696,1,-1.065872448,846198.6897,TRUE
1760,500,450900,"[0.0, 10.0, 2.997, 21.945224024281615, 25.080032404415064, 20.367114420703963]",,,,,TRUE,2295.702,2,-0.893944122,846765.2564,TRUE
1761,500,450900,"[0.0, 10.0, 2.997, 21.82357155527247, 24.344895370442458, 20.245461951694814]",,,,,TRUE,2259.738,2,-2,847350.0751,TRUE
1762,500,450900,"[0.0, 10.0, 0.0, 22.381931494405553, 22.5519564224679, 20.803821890827898]",,,,,TRUE,2301.696,1,-1.055231859,847884.7563,TRUE
1763,500,450900,"[0.0, 10.0, 2.997, 22.232034630564815, 25.372945583466056, 20.65392502698716]",,,,,TRUE,2283.714,2,-0.843276331,848472.7914,TRUE
1764,500,450900,"[0.0, 10.0, 2.997, 21.993318228342673, 25.129141934200632, 20.415208624765018]",,,,,TRUE,2313.684,2,-0.885291722,849033.0925,TRUE
1765,500,450900,"[0.0, 10.0, 2.997, 21.665166812519875, 24.182098721822445, 20.08705720894222]",,,,,TRUE,2277.72,2,-2,849624.1506,TRUE
1766,500,450900,"[0.0, 10.0, 2.997, 21.877515804011747, 25.010671544345826, 20.299406200434092]",,,,,TRUE,2295.702,2,-0.906372705,850195.874,TRUE
1767,500,450900,"[0.0, 10.0, 2.997, 21.711940376440957, 24.229859731187382, 20.133830772863302]",,,,,TRUE,2295.702,2,-2,850746.9511,TRUE
1768,500,450900,"[0.0, 10.0, 2.997, 22.145295513220937, 25.284327739202663, 20.567185909643282]",,,,,TRUE,2289.708,2,-0.858381095,851323.6197,TRUE
1769,500,450900,"[0.0, 10.0, 2.997, 22.144555646243624, 25.283571689897126, 20.56644604266597]",,,,,TRUE,2265.732,2,-0.858510884,851890.9689,TRUE
1770,500,450900,"[0.0, 10.0, 2.997, 21.99438887329492, 25.13023518173843, 20.416279269717265]",,,,,TRUE,2271.726,2,-0.885099871,852474.4819,TRUE
1771,500,450900,"[0.0, 10.0, 2.997, 21.938495633865806, 25.072938730777587, 20.36038603028815]",,,,,TRUE,2265.732,2,-0.895290193,853062.265,TRUE
1772,500,450900,"[0.0, 10.0, 2.997, 21.796618580093163, 24.316327764733018, 20.21850897651551]",,,,,TRUE,2307.69,2,-2,853629.2898,TRUE
1773,500,450900,"[0.0, 10.0, 2.997, 21.985756079909105, 25.1214201398391, 20.40764647633145]",,,,,TRUE,2271.726,2,-0.886647737,854198.1539,TRUE
1774,500,450900,"[0.0, 10.0, 0.0, 22.358311408289445, 22.527837683788345, 20.78020180471179]",,,,,TRUE,2283.714,1,-1.059187655,854791.8459,TRUE
1775,500,450900,"[0.0, 10.0, 0.0, 22.349030022957752, 22.523257865209125, 20.770920419380097]",,,,,TRUE,2289.708,1,-1.058095241,855362.1715,TRUE
1776,500,450900,"[0.0, 10.0, 2.997, 21.850902455800668, 24.8760523375619, 20.272792852223013]",,,,,TRUE,2283.714,2,-0.976802933,855938.1183,TRUE
1777,500,450900,"[0.0, 10.0, 0.0, 22.263876459700043, 22.431398904466494, 20.685766856122388]",,,,,TRUE,2277.72,1,-1.075141892,856508.2743,TRUE
1778,500,450900,"[0.0, 10.0, 2.997, 21.885965921329248, 24.911856028982463, 20.307856317751593]",,,,,TRUE,2295.702,2,-0.969980079,857067.8567,TRUE
1779,500,450900,"[0.0, 10.0, 2.997, 21.900648340193126, 25.034515674734372, 20.322538736615474]",,,,,TRUE,2277.72,2,-0.902024404,857657.7065,TRUE
1780,500,450900,"[0.0, 10.0, 2.997, 22.1108986606775, 25.277041309681202, 20.53278905709984]",,,,,TRUE,2289.708,2,-0.848730126,858231.4195,TRUE
1781,500,450900,"[0.0, 10.0, 0.0, 22.354884116353222, 22.524337917481816, 20.776774512775567]",,,,,TRUE,2301.696,1,-1.059762801,858806.9735,TRUE
1782,500,450900,"[0.0, 10.0, 2.997, 23.357337033443965, 26.55118306540298, 21.77922742986631]",,,,,TRUE,2301.696,2,0.144046686,859385.3769,TRUE
1783,500,450900,"[0.0, 10.0, 2.997, 22.144338620709615, 25.28335067233676, 20.56622901713196]",,,,,TRUE,2295.702,2,-0.858548531,859922.9031,TRUE
1784,1,1800,"[0.0, 10.0, -2.997, 12.884362684701697, 9.74703636755941, 13.666973088717075]",,,,,TRUE,-11.988,0,3.173273078,859917.0824,TRUE
1785,500,450900,"[0.0, 10.0, 2.997, 21.48293966832875, 23.968130007120536, 19.904830064751096]",,,,,TRUE,2289.708,2,-2,860490.8113,TRUE
1786,3,3600,"[0.0, 10.0, -2.997, 15.093815479843878, 9.977675871719967, 12.400407483448214]",,,,,TRUE,-11.988,0,3.003037917,860482.2113,TRUE
1787,500,450900,"[0.0, 10.0, 0.0, 22.321127523974607, 22.489868782413865, 20.74301792039695]",,,,,TRUE,2289.708,1,-1.065441837,861047.0698,TRUE
1788,500,450900,"[0.0, 10.0, 2.997, 21.598995767605953, 24.11453072762055, 20.020886164028298]",,,,,TRUE,2295.702,2,-2,861625.5889,TRUE
1789,500,450900,"[0.0, 10.0, 2.997, 21.64341776072953, 24.159892694249024, 20.065308157151875]",,,,,TRUE,2277.72,2,-2,862211.8601,TRUE
1790,500,450900,"[0.0, 10.0, 2.997, 21.91178127809256, 25.04594411019268, 20.333671674514903]",,,,,TRUE,2301.696,2,-0.899965345,862755.5598,TRUE
1791,1,1800,"[0.0, 10.0, -2.997, 11.884303489886339, 8.52643591160688, 12.282773859209888]",,,,,TRUE,-11.988,0,3.571860613,862748.8726,TRUE
1792,500,450900,"[0.0, 10.0, 2.997, 21.7969835953099, 24.31669819317471, 20.218873991732245]",,,,,TRUE,2295.702,2,-2,863326.3775,TRUE
1793,500,450900,"[0.0, 10.0, 2.997, 20.474433434211015, 23.54279870127886, 18.89632383063336]",,,,,TRUE,2289.708,2,-0.201630011,863861.4784,TRUE
1794,500,450900,"[0.0, 10.0, 0.0, 22.435338884140506, 22.611378612038454, 20.85722928056285]",,,,,TRUE,2295.702,1,-1.043722027,864423.1514,TRUE
1795,500,450900,"[0.0, 10.0, 0.0, 22.199043686475846, 22.365197434457823, 20.62093408289819]",,,,,TRUE,2283.714,1,-1.086217752,865020.1189,TRUE
1796,500,450900,"[0.0, 10.0, 2.997, 21.905021617996194, 24.93131448332904, 20.32691201441854]",,,,,TRUE,2289.708,2,-0.966290703,865607.6939,TRUE
1797,500,450900,"[0.0, 10.0, 0.0, 22.376455546556134, 22.546364872092727, 20.79834594297848]",,,,,TRUE,2283.714,1,-1.05614778,866190.3909,TRUE
1798,500,450900,"[0.0, 10.0, 2.997, 21.96718930981516, 25.102509163676114, 20.389079706237506]",,,,,TRUE,2307.69,2,-0.889956362,866745.4515,TRUE
1799,500,450900,"[0.0, 10.0, 2.997, 21.794900000640215, 24.309673228165803, 20.21679039706256]",,,,,TRUE,2271.726,2,-2,867313.4595,TRUE
1800,500,450900,"[0.0, 10.0, 2.997, 22.14307451062011, 25.17461629317965, 20.56496490704245]",,,,,TRUE,2295.702,2,-0.921134251,867893.6817,TRUE
1801,500,450900,"[0.0, 10.0, 2.997, 21.637528239745187, 24.153876665975844, 20.059418636167532]",,,,,TRUE,2277.72,2,-2,868484.8816,TRUE
1802,500,450900,"[0.0, 10.0, 2.997, 21.903324705017038, 24.39744990739158, 20.325215101439383]",,,,,TRUE,2283.714,2,-2,869072.5995,TRUE
1803,500,450900,"[0.0, 10.0, 0.0, 22.35655016705262, 22.530936747328127, 20.778440563474966]",,,,,TRUE,2295.702,1,-1.05683554,869653.29,TRUE
1804,500,450900,"[0.0, 10.0, 2.997, 21.974264719721493, 25.10968571977586, 20.396155116143838]",,,,,TRUE,2259.738,2,-0.888711759,870226.3194,TRUE
1805,500,450900,"[0.0, 10.0, 2.997, 21.862137005946046, 24.88752405691406, 20.28402740236839]",,,,,TRUE,2289.708,2,-0.974611908,870817.2098,TRUE
1806,500,450900,"[0.0, 10.0, 2.997, 21.76586360560597, 24.285966960437804, 20.187754002028313]",,,,,TRUE,2283.714,2,-2,871394.3816,TRUE
1807,500,450900,"[0.0, 10.0, 0.0, 22.415004498042727, 22.585727631904092, 20.836894894465072]",,,,,TRUE,2283.714,1,-1.049714839,871988.4831,TRUE
1808,500,450900,"[0.0, 10.0, 0.0, 22.370861081124772, 22.540652295110807, 20.79275147754712]",,,,,TRUE,2301.696,1,-1.057084255,872566.2241,TRUE
1809,500,450900,"[0.0, 10.0, 2.997, 21.751545338266016, 24.27029062957306, 20.17343573468836]",,,,,TRUE,2253.744,2,-2,873139.1616,TRUE
1810,500,450900,"[0.0, 10.0, 2.997, 22.052642563692768, 25.189718775908247, 20.474532960115113]",,,,,TRUE,2271.726,2,-0.874710546,873730.4982,TRUE
1811,500,450900,"[0.0, 10.0, 0.0, 22.314037017449575, 22.482618432305504, 20.73592741387192]",,,,,TRUE,2301.696,1,-1.066643711,874291.8055,TRUE
1812,500,450900,"[0.0, 10.0, 2.997, 21.84507930063543, 24.365811548600114, 20.266969697057775]",,,,,TRUE,2271.726,2,-2,874854.5661,TRUE
1813,500,450900,"[0.0, 10.0, 2.997, 21.906435901864164, 24.932758160577247, 20.32832629828651]",,,,,TRUE,2289.708,2,-0.966017719,875428.4926,TRUE
1814,500,450900,"[0.0, 10.0, 2.997, 21.883545399153775, 24.90938487601951, 20.305435795576116]",,,,,TRUE,2283.714,2,-0.970449332,876014.3688,TRUE
1815,500,450900,"[0.0, 10.0, 2.997, 21.878868322106616, 24.90460906032527, 20.30075871852896]",,,,,TRUE,2295.702,2,-0.971357225,876605.8879,TRUE
1816,500,450900,"[0.0, 10.0, 0.0, 22.316922329884544, 22.48556465711018, 20.73881272630689]",,,,,TRUE,2301.696,1,-1.066156739,877179.8083,TRUE
1817,500,450900,"[0.0, 10.0, 2.997, 21.999327149115874, 25.027834155045035, 20.42121754553822]",,,,,TRUE,2271.726,2,-0.94808736,877759.9234,TRUE
1818,500,450900,"[0.0, 10.0, 2.997, 21.931713292473564, 24.95879288964688, 20.35360368889591]",,,,,TRUE,2301.696,2,-0.961006915,878318.0874,TRUE
1819,1,1800,"[0.0, 10.0, -2.997, 11.681356497457035, 9.184232712712632, 13.668416644509358]",,,,,TRUE,-11.988,0,3.357384666,878311.9073,TRUE
1820,500,450900,"[0.0, 10.0, 0.0, 22.421712021752896, 22.597464091546883, 20.84360241817524]",,,,,TRUE,2277.72,1,-1.045980784,878883.9558,TRUE
1821,500,450900,"[0.0, 10.0, 2.997, 22.123628388332758, 25.262250294145872, 20.545518784755103]",,,,,TRUE,2283.714,2,-0.862152113,879447.3827,TRUE
1822,500,450900,"[0.0, 10.0, 2.997, 21.797870101300116, 24.317605711551817, 20.21976049772246]",,,,,TRUE,2277.72,2,-2,880006.8099,TRUE
1823,500,450900,"[0.0, 10.0, 2.997, 21.794352522131813, 24.31401387211271, 20.21624291855416]",,,,,TRUE,2271.726,2,-2,880598.6147,TRUE
1824,500,450900,"[0.0, 10.0, 0.0, 22.39518916650502, 22.565493979759175, 20.817079562927365]",,,,,TRUE,2301.696,1,-1.053017247,881116.4478,TRUE
1825,500,450900,"[0.0, 10.0, 0.0, 22.26217765579219, 22.42966423683598, 20.684068052214535]",,,,,TRUE,2283.714,1,-1.075430779,881696.897,TRUE
1826,500,450900,"[0.0, 10.0, 2.997, 22.027497757261845, 25.164043033538544, 20.44938815368419]",,,,,TRUE,2295.702,2,-0.879183246,882278.9892,TRUE
1827,500,450900,"[0.0, 10.0, 2.997, 22.11562549850492, 25.276970427889417, 20.537515894927264]",,,,,TRUE,2301.696,2,-0.850652471,882850.6645,TRUE
1828,3,3600,"[0.0, 10.0, -2.997, 11.561976976889268, 8.669600922615192, 13.43559745322556]",,,,,TRUE,-17.982,0,3.434226051,882840.101,TRUE
1829,500,450900,"[0.0, 10.0, 2.997, 22.00781569109805, 25.143945455599937, 20.429706087520394]",,,,,TRUE,2295.702,2,-0.882696695,883418.6593,TRUE
1830,500,450900,"[0.0, 10.0, 2.997, 22.197522234464124, 25.33770468992247, 20.61941263088647]",,,,,TRUE,2277.72,2,-0.849251923,883986.6312,TRUE
1831,0,900,"[0.0, 10.0, -2.997, 11.961410222262321, 9.386145734093233, 11.466169339805365]",,,,,TRUE,-5.994,0,3.556365656,883983.0748,TRUE
1832,4,4500,"[0.0, 10.0, -2.997, 13.013895228263046, 9.554078225270406, 13.417486558588644]",,,,,TRUE,-11.988,0,3.204370809,883971.8783,TRUE
1833,500,450900,"[0.0, 10.0, 2.997, 21.950111117280514, 24.977579114369497, 20.37200151370286]",,,,,TRUE,2277.72,2,-0.95747563,884552.4509,TRUE
1834,500,450900,"[0.0, 10.0, 2.997, 21.9994868462117, 25.13544077891361, 20.421377242634044]",,,,,TRUE,2289.708,2,-0.884186809,885124.6004,TRUE
1835,500,450900,"[0.0, 10.0, 2.997, 21.294291276235334, 24.443956152621293, 19.71618167265768]",,,,,TRUE,2301.696,2,-0.122551943,885685.2851,TRUE
1836,500,450900,"[0.0, 10.0, 2.997, 21.81949869181634, 24.84398559737319, 20.241389088238684]",,,,,TRUE,2265.732,2,-0.982952521,886261.9951,TRUE
1837,500,450900,"[0.0, 10.0, 0.0, 22.400407355397817, 22.570822305156, 20.822297751820162]",,,,,TRUE,2277.72,1,-1.052146717,886837.3878,TRUE
1838,2,2700,"[0.0, 10.0, -2.997, 15.695077895750623, 9.161725945994023, 10.25230028849822]",,,,,TRUE,-17.982,0,3.187836651,886830.7955,TRUE
1839,1,1800,"[0.0, 10.0, -2.997, 13.998382098897785, 9.52123814537238, 13.027514318559726]",,,,,TRUE,-11.988,0,3.115326371,886825.1881,TRUE
1840,3,3600,"[0.0, 10.0, -2.997, 11.910786475333008, 8.760404799552754, 13.259709183011381]",,,,,TRUE,-17.982,0,3.413675462,886814.3213,TRUE
1841,500,450900,"[0.0, 10.0, 2.997, 21.836377389400248, 24.86122062879675, 20.258267785822596]",,,,,TRUE,2295.702,2,-0.979642671,887382.8424,TRUE
1842,500,450900,"[0.0, 10.0, 2.997, 21.9480105226621, 24.975434173705764, 20.369900919084444]",,,,,TRUE,2295.702,2,-0.957878214,887972.9744,TRUE
1843,500,450900,"[0.0, 10.0, 2.997, 21.665062958468006, 24.181992675288292, 20.08695335489035]",,,,,TRUE,2283.714,2,-2,888560.9269,TRUE
1844,500,450900,"[0.0, 10.0, 0.0, 22.48167091687104, 22.658698965807208, 20.903561313293384]",,,,,TRUE,2289.708,1,-1.036068127,889129.701,TRUE
1845,500,450900,"[0.0, 10.0, 0.0, 22.40060510668285, 22.575921760159442, 20.822495503105195]",,,,,TRUE,2283.714,1,-1.049482362,889721.7467,TRUE
1846,500,450900,"[0.0, 10.0, 2.997, 21.78983314443095, 24.813693779588196, 20.211723540853296]",,,,,TRUE,2271.726,2,-0.98879607,890316.3059,TRUE
1847,500,450900,"[0.0, 10.0, 2.997, 21.915674935552993, 25.0498594993554, 20.337565331975338]",,,,,TRUE,2301.696,2,-0.899293889,890885.6003,TRUE
1848,500,450900,"[0.0, 10.0, 0.0, 22.80356599048184, 22.988661123907082, 21.225456386904185]",,,,,TRUE,2301.696,1,-0.983558172,891453.0677,TRUE
1849,500,450900,"[0.0, 10.0, 2.997, 21.625696113022787, 24.141797385358213, 20.047586509445132]",,,,,TRUE,2283.714,2,-2,892051.1241,TRUE
1850,500,450900,"[0.0, 10.0, 2.997, 21.992716796272767, 25.128527805186398, 20.41460719269511]",,,,,TRUE,2277.72,2,-0.885399508,892649.5475,TRUE
1851,500,450900,"[0.0, 10.0, 2.997, 21.94928735601601, 24.97651484378185, 20.371177752438356]",,,,,TRUE,2289.708,2,-0.957771412,893223.6311,TRUE
1852,500,450900,"[0.0, 10.0, 2.997, 22.1767062871077, 25.3164492932136, 20.598596683530044]",,,,,TRUE,2295.702,2,-0.852871149,893810.3252,TRUE
1853,500,450900,"[0.0, 10.0, 2.997, 21.800455131972548, 24.32024531528958, 20.22234552839489]",,,,,TRUE,2301.696,2,-2,894378.5473,TRUE
1854,500,450900,"[0.0, 10.0, 2.997, 21.92419202513536, 25.05855639480668, 20.346082421557703]",,,,,TRUE,2301.696,2,-0.897749234,894929.1506,TRUE
1855,500,450900,"[0.0, 10.0, 2.997, 22.693901187645928, 25.737131610436634, 21.115791584068273]",,,,,TRUE,2283.714,2,-0.823522682,895495.42,TRUE
1856,500,450900,"[0.0, 10.0, 2.997, 22.15130404842815, 25.2905107831289, 20.573194444850493]",,,,,TRUE,2295.702,2,-0.857303314,896076.861,TRUE
1857,500,450900,"[0.0, 10.0, 2.997, 21.67161879143161, 24.188686909665936, 20.093509187853954]",,,,,TRUE,2289.708,2,-2,896650.9032,TRUE
1858,1,1800,"[0.0, 10.0, -2.997, 11.987516594618521, 7.9127982692274355, 10.716689454880207]",,,,,TRUE,-11.988,0,3.792323515,896643.7993,TRUE
1859,500,450900,"[0.0, 10.0, 2.997, 21.787078285257497, 24.81088076207021, 20.208968681679842]",,,,,TRUE,2283.714,2,-0.989340439,897220.6029,TRUE
1860,500,450900,"[0.0, 10.0, 2.997, 21.691278335491287, 24.208761490032074, 20.113168731913632]",,,,,TRUE,2283.714,2,-2,897812.499,TRUE
1861,500,450900,"[0.0, 10.0, 2.997, 22.18879992876856, 25.35168975741437, 20.61069032519091]",,,,,TRUE,2289.708,2,-0.838003854,898375.213,TRUE
1862,500,450900,"[0.0, 10.0, 2.997, 22.033300893980346, 25.16996868136016, 20.45519129040269]",,,,,TRUE,2289.708,2,-0.878149428,898953.9077,TRUE
1863,500,450900,"[0.0, 10.0, 0.0, 22.33820513564529, 22.51219427597004, 20.760095532067634]",,,,,TRUE,2283.714,1,-1.059916387,899533.4639,TRUE
1864,500,450900,"[0.0, 10.0, 0.0, 22.291168447842995, 22.459267080010864, 20.71305884426534]",,,,,TRUE,2307.69,1,-1.070510495,900078.9198,TRUE
1865,500,450900,"[0.0, 10.0, 2.997, 21.673609315317826, 24.18582194806209, 20.09549971174017]",,,,,TRUE,2259.738,2,-2,900666.8934,TRUE
1866,1,1800,"[0.0, 10.0, -2.997, 12.02588923198408, 8.69305919950515, 12.800437578041015]",,,,,TRUE,-11.988,0,3.472060097,900660.4049,TRUE
1867,500,450900,"[0.0, 10.0, 2.997, 21.800794048249863, 24.320591386491706, 20.222684444672208]",,,,,TRUE,2283.714,2,-2,901239.0356,TRUE
1868,2,2700,"[0.0, 10.0, -2.997, 14.49023881544403, 9.086559723646113, 11.239241529684852]",,,,,TRUE,-17.982,0,3.300558333,901230.7481,TRUE
1869,2,2700,"[0.0, 10.0, -2.997, 12.249000564442538, 9.55310896833509, 14.60919182846073]",,,,,TRUE,-17.982,0,3.105149923,901222.5964,TRUE
1870,500,450900,"[0.0, 10.0, 2.997, 22.13804732436554, 25.276926532434665, 20.559937720787886]",,,,,TRUE,2259.738,2,-0.859650108,901801.1341,TRUE
1871,500,450900,"[0.0, 10.0, 2.997, 21.7912007492147, 24.31078321330874, 20.213091145637044]",,,,,TRUE,2295.702,2,-2,902383.0544,TRUE
1872,500,450900,"[0.0, 10.0, 2.997, 21.968864031119605, 24.493255138371666, 20.39075442754195]",,,,,TRUE,2301.696,2,-2,902946.0548,TRUE
1873,500,450900,"[0.0, 10.0, 2.997, 21.965741029726438, 24.99353911887351, 20.387631426148783]",,,,,TRUE,2283.714,2,-0.954484912,903527.8327,TRUE
1874,500,450900,"[0.0, 10.0, 0.0, 22.136420794748652, 22.278313326301227, 20.558311191170997]",,,,,TRUE,2289.708,1,-1.109908139,904090.0709,TRUE
1875,500,450900,"[0.0, 10.0, 2.997, 22.181533747794077, 25.344317840190207, 20.603424144216426]",,,,,TRUE,2283.714,2,-0.839227229,904660.1348,TRUE
1876,500,450900,"[0.0, 10.0, 2.997, 21.768410907507093, 24.791819293819596, 20.190301303929438]",,,,,TRUE,2283.714,2,-0.99303693,905244.8627,TRUE
1877,500,450900,"[0.0, 10.0, 2.997, 21.97501107661952, 25.110448296778216, 20.396901473041865]",,,,,TRUE,2307.69,2,-0.888577334,905790.9324,TRUE
