episode,time,step,time1,air_temperature,ground_temperature,hvac_temperature,basement_temperature,main_temperature,attic_temperature,heat_added,action,reward,total_reward,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.42126595,22.59211109,20.84315634,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.91613855,24.94266621,20.33802895,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.1597905,25.29912874,20.5816809,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.17781306,25.34051861,20.59970346,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.95205865,24.97934452,20.37394904,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.92033583,24.94695199,20.34222622,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.0460643,25.18300154,20.46795469,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.23049313,22.37437154,20.65238352,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.97221299,25.10759067,20.39410338,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.57420721,22.75319099,20.99609761,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.58238548,24.09756975,20.00427587,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.77387073,24.79739438,20.19576113,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.79222466,24.81613361,20.21411505,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.12451954,22.28909989,20.54640993,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.85482595,24.37576396,20.27671635,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.50506696,25.67958892,20.92695735,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,16.18932861,9.858870813,11.05813265,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.04738019,25.18434531,20.46927059,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.06823937,25.20569251,20.49012976,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.14757408,25.28670207,20.56946448,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,13.01259131,9.426081231,12.5268364,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.91222619,24.43436364,20.33411659,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.0460957,25.18303372,20.4679861,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,14.86049047,9.041326862,11.14446794,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,10.99368386,8.983233699,14.65560988,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.81904134,24.84351859,20.24093173,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,12.63558772,8.625340422,12.05540417,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.63719777,22.68223112,21.05908817,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.85666308,24.88221565,20.27855348,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.6622539,24.18016993,20.08414429,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.8355131,24.3560412,20.2574035,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.91347662,25.04761478,20.33536702,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.74663561,22.93030564,21.16852601,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.71302275,24.73526183,20.13491315,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,21.98852491,11.24182409,9.94939205,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.78117345,24.80485127,20.20306384,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,14.66076478,9.326326972,11.45166168,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,11.03504271,9.501576349,15.35392386,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.83298688,24.3534515,20.25487728,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.48888256,22.66115518,20.91077296,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.07176914,25.20924904,20.49365954,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.74190179,24.76475054,20.16379219,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.88802899,24.41071358,20.30991939,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.21732605,25.38086576,20.63921644,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.20577026,25.36906602,20.62766066,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.75894754,24.78215614,20.18083794,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.77465096,24.29383638,20.19654136,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.16729307,22.30956645,20.58918347,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.75823092,24.78142439,20.18012131,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.69874138,24.21741753,20.12063178,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.05548289,25.21555814,20.47737328,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.66717432,24.1792511,20.08906472,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.32571311,22.49454102,20.7476035,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,12.24266264,8.321922034,11.35818211,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.83479177,24.96726833,20.25668217,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.93411567,24.96102228,20.35600606,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.98909223,25.01715946,20.41098262,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.17613261,25.3158635,20.59802301,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.02179502,25.15821991,20.44368542,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.47564612,23.96073014,19.89753652,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,12.77591472,9.622553343,14.20581364,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.9320493,24.95913599,20.35393969,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.56685408,24.0817105,19.98874448,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.07812613,25.10829668,20.50001653,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.181722,25.3445101,20.6036124,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,16.01751388,9.399562746,10.51733404,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.07649627,25.23706292,20.49838667,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.10159364,25.23970327,20.52348404,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.28770371,22.45572918,20.70959411,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,20.20874311,21.91950535,18.63063351,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.04820416,25.18518611,20.47009456,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.99551111,25.0226687,20.41740151,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.63579,22.78823501,21.0576804,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.8991526,24.92532156,20.321043,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.82862972,24.3490147,20.25052011,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.90428638,25.03823052,20.32617678,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.87416717,24.89980866,20.29605757,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.25938819,22.42681588,20.68127858,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.23734318,22.4043055,20.65923358,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.3775626,22.54749529,20.79945299,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.86997044,24.39227379,20.29186084,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.82359052,24.84816428,20.24548092,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.99886796,25.02714204,20.42075836,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.81572952,24.84013685,20.23761991,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.27470614,22.44245723,20.69659653,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.52945454,24.67225568,19.95134494,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.73877634,22.91633733,21.16066674,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.71991771,24.23800548,20.14180811,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.77608429,24.79965467,20.19797469,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.07574661,25.21331057,20.497637,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.21446222,22.38095167,20.63635262,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.16194201,22.3273125,20.58383241,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,13.629108,9.824546077,13.54870788,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,14.71272833,9.749019649,11.60265603,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,12.779535,9.555072453,13.6289156,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.88598893,24.91210277,20.30787933,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.18940471,22.33236814,20.61129511,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.07588673,25.21345356,20.49777713,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.7555719,24.26950469,20.1774623,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.95031202,25.08522781,20.37220241,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.02780814,25.16435997,20.44969854,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.1790282,25.31882023,20.6009186,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.47651211,23.99049672,19.89840251,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.909705,24.43284502,20.33159539,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.86424613,24.99712127,20.28613653,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.67064851,24.18279864,20.09253891,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.7613785,24.28034156,20.1832689,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.1798044,25.31961281,20.60169479,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.48251244,22.65955826,20.90440284,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.76114689,24.78440193,20.18303729,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.81383535,24.8384264,20.23572574,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.69335743,24.21088448,20.11524783,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.93990908,25.07460525,20.36179947,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.92259534,24.94948198,20.34448573,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.91922176,24.43661957,20.34111216,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.91692364,24.44021823,20.33881404,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.94587405,24.97325259,20.36776444,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.78782828,24.81164659,20.20971868,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.25141346,22.41862503,20.67330385,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.20638436,22.37269307,20.62827475,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.4402581,22.61641187,20.86214849,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.78612224,24.30559749,20.20801263,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.33135878,25.47437686,20.75324918,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.59434721,24.11081945,20.0162376,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.24198114,22.40904135,20.66387154,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.69580629,24.21338503,20.11769668,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.66570669,24.68694469,20.08759709,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.84850228,24.87360149,20.27039267,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,11.41521666,8.668552223,13.60705033,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.32020244,22.48891401,20.74209283,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.82543607,24.84900054,20.24732647,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.91911181,24.44245259,20.34100221,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.45412938,22.62567849,20.87601978,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.83433721,24.96680463,20.2562276,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.35268745,22.5269925,20.77457784,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,11.95616106,8.757768222,12.65441857,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.74246399,24.26102773,20.16435438,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.21376875,22.38023338,20.63565914,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.83311497,24.85788933,20.25500536,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,11.44865315,7.76063048,10.96400262,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.03830278,25.17507617,20.46019318,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.9655408,25.10077809,20.3874312,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,11.89966718,7.849563895,10.8157642,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.85833888,24.37934889,20.28022928,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.19277442,22.35879581,20.61466481,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.16578395,25.32818788,20.58767435,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.64738998,24.13610992,20.06928038,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.91468983,24.40905497,20.33658023,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.48509889,25.65919931,20.90698929,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.20924224,22.37561129,20.63113264,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.2120596,22.37848813,20.63395,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.69490496,24.21246468,20.11679536,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.75280818,24.27159248,20.17469858,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.04430716,25.18120731,20.46619756,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,16.48656754,9.330246172,10.06581773,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.94678642,24.97418373,20.36867681,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,12.12607462,8.914883493,13.1403899,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.02832328,25.16488599,20.45021368,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.32991593,25.49583257,20.75180633,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.65979358,24.17661205,20.08168397,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.78623932,24.81002465,20.20812972,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.21962685,25.36027596,20.64151724,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.46173318,22.63834032,20.88362358,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.39793345,22.57319646,20.81982384,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.79019507,24.81406335,20.21208547,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.51069074,24.01945377,19.93258113,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.02797193,25.16452722,20.44986233,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.83326684,24.85804441,20.25515724,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.62249165,24.77705195,20.04438204,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.0585874,25.19556587,20.48047779,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.00503895,25.1411101,20.42692935,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.82127202,24.34283053,20.24316241,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.86038864,25.02250894,20.28227904,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.95154382,24.47556928,20.37343421,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.09578669,22.23682139,20.51767709,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,13.29920379,9.390690423,12.3954913,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,20.71112004,22.54021815,19.13301043,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.75703226,24.27590573,20.17892265,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.39515664,22.57035827,20.81704704,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.18923836,22.35518512,20.61112875,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.76135746,24.78484017,20.18324785,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.32280919,22.49157578,20.74469959,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,15.36152569,9.915905793,11.46950223,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.93974439,25.07448428,20.36163478,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.91943951,24.94603688,20.3413299,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.25600087,22.42335705,20.67789127,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.60298343,24.11860519,20.02487383,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.67587845,24.19303649,20.09776884,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,14.93089026,8.842008349,10.40903526,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.05065342,25.07379391,20.47254382,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.13577391,22.30059195,20.5576643,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.78243817,24.30184799,20.20432857,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.69391602,24.21145486,20.11580642,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.94125273,25.07597727,20.36314313,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.12965697,25.26840671,20.55154737,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.07035866,25.20780878,20.49224905,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.88392678,24.90977168,20.30581718,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.86148076,24.38360488,20.28337116,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,12.33200344,8.820821077,12.44614908,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.70977823,24.22765194,20.13166863,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,13.77575005,8.360850266,10.22921354,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,20.93568935,23.8049083,19.35757974,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.92358874,25.05798528,20.34547914,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.02634375,25.16286476,20.44823415,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.96955131,25.10487327,20.39144171,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.89317969,24.41597302,20.31507009,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.14391923,22.30890924,20.56580963,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.21093023,24.74071582,20.63282063,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.79559493,24.31528033,20.21748533,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.83032981,24.35075068,20.25222021,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.84783052,24.87291555,20.26972091,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.02756037,25.16410697,20.44945077,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.0605781,25.1975986,20.4824685,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.66785701,24.18484571,20.0897474,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.15465421,25.31687084,20.5765446,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,11.13187401,7.7558422,10.77716041,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.65712245,24.17387436,20.07901285,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.64127898,24.65606089,20.06316937,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.26885226,22.43647977,20.69074266,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.97249668,25.13059675,20.39438708,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.68452437,24.70511619,20.10641476,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.82699817,24.34839432,20.24888856,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.08052192,25.2181867,20.50241232,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.21656689,22.3830906,20.63845729,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.89155327,24.91778458,20.31344367,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.15334504,25.29259486,20.57523544,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.42325068,22.59413773,20.84514108,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.83817258,24.35875685,20.26006297,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.73933176,24.76212625,20.16122215,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.77998592,24.80363867,20.20187632,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.63862582,24.15009988,20.06051621,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.92627138,25.06067965,20.34816178,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.12479889,25.26339843,20.54668928,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.15427887,25.2935484,20.57616926,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.31071356,22.45628564,20.73260396,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.92730487,24.95405535,20.34919526,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.14388597,25.30582761,20.56577637,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,10.46682801,7.375632321,10.38368867,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.40360361,22.57407586,20.825494,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.3853736,22.5603687,20.807264,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.79110186,24.81498927,20.21299225,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.77920772,24.29854715,20.20109812,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.73036078,24.75296588,20.15225117,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.31857448,22.48726186,20.74046488,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.94522402,25.0800324,20.36711442,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.82357156,24.34489537,20.24546195,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.38193149,22.55195642,20.80382189,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.23203463,25.37294558,20.65392503,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.99331823,25.12914193,20.41520862,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.66516681,24.18209872,20.08705721,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.8775158,25.01067154,20.2994062,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.71194038,24.22985973,20.13383077,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.14529551,25.28432774,20.56718591,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.14455565,25.28357169,20.56644604,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.99438887,25.13023518,20.41627927,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.93849563,25.07293873,20.36038603,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.79661858,24.31632776,20.21850898,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.98575608,25.12142014,20.40764648,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.35831141,22.52783768,20.7802018,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.34903002,22.52325787,20.77092042,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.85090246,24.87605234,20.27279285,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.26387646,22.4313989,20.68576686,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.88596592,24.91185603,20.30785632,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.90064834,25.03451567,20.32253874,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.11089866,25.27704131,20.53278906,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.35488412,22.52433792,20.77677451,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,23.35733703,26.55118307,21.77922743,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.14433862,25.28335067,20.56622902,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,12.88436268,9.747036368,13.66697309,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.48293967,23.96813001,19.90483006,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,15.09381548,9.977675872,12.40040748,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.32112752,22.48986878,20.74301792,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.59899577,24.11453073,20.02088616,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.64341776,24.15989269,20.06530816,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.91178128,25.04594411,20.33367167,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,11.88430349,8.526435912,12.28277386,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.7969836,24.31669819,20.21887399,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,20.47443343,23.5427987,18.89632383,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.43533888,22.61137861,20.85722928,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.19904369,22.36519743,20.62093408,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.90502162,24.93131448,20.32691201,,,,,,,,
